Ontology	OntologyLoading	Classification
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0b0a4e5b-d23f-43b7-8058-799c8125e251_rySample_pages_functional.owl	820664762	-45809134339055
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0b13099f-0f58-4c6e-9b97-a002fa5d93d4_wbls.owl_functional.owl	789215666	235079963
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0b23c217-9a9d-430a-84a5-b5420dcbbd10_hp.owl_functional.owl	1256967350	1377030249
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0b269d8d-1c50-45ce-ae4b-60a46714d203_classified.obo_functional.owl	1317467012	996009911
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0b3204d4-768b-4e1f-b8a6-33d629d5ae91_xaosimple.obo_functional.owl	922330796	739935691
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0b5efdd0-bef2-4f27-a031-8e791655a953_psims.obo_functional.owl	926508712	580272653
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0ba9ffc7-2227-4d7e-8549-110122c9017e_PSIMOD.obo_functional.owl	923424527	516620947
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0be7640e-1f36-4db5-b96d-26eae0df6e31_onto.rdf_functional.owl	792899690	180105327
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0bfc3bd6-41f4-4d29-95fe-6e72a34ec3e4_visiaetype.owl_functional.owl	1059188278	677216525
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0c593ec0-1894-4be9-9277-02fe59d42a49_mod.obo_functional.owl	939648323	529793932
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0c5c41eb-6a00-4b7e-b79d-23f4f021f731_20060526.rdf_functional.owl	788402464	-45825941209202
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0c756021-1e52-4a68-9a35-9da860bd0b85_Language.owl_functional.owl	799258529	241351118
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0c7d7cbb-fa47-4131-8242-7f3523bbb873_russiaB.rdf_functional.owl	789542063	258659260
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0c9a859b-9744-4dbd-9082-de6b49539b6c_prerelease.obo_functional.owl	1061186397	994889108
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0c9b2172-a03a-4918-9875-9e2eae3fd2ad_al_process.obo_functional.owl	1542449361	3626219906
/media/uoa/Data1/ore2014_dataset/ClassificationEL/0ca85c03-017a-4a62-b47d-82d1ae7c815a_4802s1s2s3.owl_functional.owl	1198732459	936364849
